1,Kérdés,Helyes / Rossz válasz,,Helyes / Rossz válasz,,Helyes / Rossz válasz,,,
1329,"Hogyan kell a találkozást végrehajtani, ha nem gépi erővel és nem vitorlával hajtott kishajóval hajózva észleli az ellentétes irányból közeledő gépi erővel haladó kishajót/csónakot?","Neki kell kitérnie, mivel a gépi erővel haladó kishajónak/csónaknak ki kell térnie az evezővel hajtott kishajó útjából.",I,"Mindkettőnknek jobbra kell tartania úgy, hogy az elhaladás a bal oldaluk felől történjen.",N,"Nekem kell kitérnem, mivel a nem gépi erővel és nem vitorlával hajtott kishajónak ki kell térnie a gépi erővel haladó kishajó/csónak útjából.",N,xxx-3399.jpg,xxx-3399.jpg
1330,"Kinek kell kitérnie, ha nem gépi erővel és nem vitorlával hajtott kishajó-, csónak- vízi sporteszköz és vitorlával haladó kishajó-, csónak- vízi sporteszköz találkozik?","Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,"A vízi sporteszköz köteles a kishajó, és csónak útjából kitérni.",N,A nem gépi erővel és nem vitorlával hajtottnak kell térnie a vitorlával haladók útjából.,I,,
1331,Kinek kell kitérnie nem gépi erővel és nem vitorlával hajtott kishajó és vitorlával haladó kishajó (vitorlás kishajó) találkozásakor?,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,A vitorlás kishajónak ki kell térnie a nem gépi erővel és nem vitorlával hajtott kishajó útjából.,N,A nem gépi erővel és nem vitorlával hajtott kishajónak ki kell térnie a vitorlás kishajó útjából.,I,,
1332,"Kinek kell kitérnie, ha egy gépi erővel haladó kishajó és egy vitorlával haladó kishajó találkozik?",A gépi erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.,I,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,A vitorlá val haladó kishajónak ki kell térnie a gépi erővel haladó kishajó útjából.,N,,
1333,"Kinek kell kitérnie, ha egy gépi erővel haladó kishajó és egy vitorlával haladó csónak (vitorlás csónak) találkozik? ",A gépi erővel haladó kishajónak ki kell térnie a vitorlás csónak útjából.,I,A csónaknak meghajtási módjától függetlenül ki kell térnie minden kishajó útjából.,N,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,,
1334,"Kinek kell kitérnie, ha egy gépi erővel haladó kishajó és egy vitorlás vízi sporteszköz találkozik?",A gépi erővel haladó kishajónak ki kell térnie a vitorlás vízi sporteszköz útjából.,I,A vitorlás vízi sporteszköznek ki kell térnie minden kishajó útjából.,N,"Mindkettőnek balra kell tartania úgy, hogy az elhaladás a jobb oldaluk felől történjen.",N,,
1335,"Hogyan kell a találkozást végrehajtani, ha gépi erővel haladó kishajóval hajózva észleli az ellentétes irányból közeledő vitorlával haladó kishajót (vitorlás kishajót)?","Nekem kell kitérnem, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlás kishajó útjából.",I,"Neki kell kitérnie, mivel a vitorlás kishajónak ki kell térnie a gépi erővel haladó kishajó útjából.",N,A hegymenetben haladó köteles kitérni a völgymenetben haladó útjából.,N,xxx-3417.jpg,xxx-3417.jpg
1336,"Hogyan kell a találkozást végrehajtani, ha gépi erővel haladó kishajóval hajózva észleli az ellentétes irányból közeledő vitorlával haladó csónakot (vitorlás csónakot)?","Nekem kell kitérnem, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlás csónak útjából.",I,"Neki kell kitérnie, mivel a vitorlás csónaknak ki kell térnie a gépi erővel haladó kishajó útjából.",N,"Mindkettőnknek balra kell tartania úgy, hogy az elhaladás a jobb oldalunk felől történjen.",N,xxx-3421.jpg,xxx-3421.jpg
1337,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a jobbról közeledő gépi erővel haladó kishajót? Lehetőleg elkerülve a másik útvonalának keresztezését","nekem kell kitérnem, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"neki kell kitérnie, mivel gépi erővel haladó kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"nekem kell kitérnem, mivel vízi járművek útirányának keresztezéskor a vízi jármű fajtájától és meghajtási módjától függetlenül a jobbról érkezőnek van elsőbbsége.",N,xxx-3018.jpg,xxx-3018.jpg
1338,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a jobbról közeledő gépi erővel haladó csónakot? Lehetőleg elkerülve a másik útvonalának keresztezését","nekem kell kitérnem, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"neki kell kitérnie, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"nekem kell kitérnem, mivel vízi járművek útirányának keresztezéskor a vízi jármű fajtájától és meghajtási módjától függetlenül a jobbról érkezőnek van elsőbbsége.",N,xxx-3020.jpg,xxx-3020.jpg
1339,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval észleli a balról közeledő gépi erővel haladó kishajót? Lehetőleg elkerülve a másik útvonalának keresztezését","neki kell kitérnem, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"nekem kell kitérnie, mivel gépi erővel haladó kishajók útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"neki kell kitérnie, mivel vízi járművek útirányának keresztezéskor a vízi jármű fajtájától és meghajtási módjától függetlenül a jobbról érkezőnek van elsőbbsége.",N,xxx-3031.jpg,xxx-3031.jpg
1340,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval hajózva észleli a balról közeledő gépi erővel haladó csónakot? Lehetőleg elkerülve a másik útvonalának keresztezését","neki kell kitérnem, mivel gépi erővel hajadó kishajók/csónakok útirányának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"nekem kell kitérnie, mivel gépi erővel haladó kishajók/csónakok útirányának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"nekem kell kitérnem, mivel vízi járművek útirányának keresztezéskor a balról érkezőnek van elsőbbsége.",N,teszt-2825.jpg,teszt-2825.jpg
1341,"Milyen kitérési szabály vonatkozik gépi erővel haladó kishajók-, csónakok- motoros vízi sporteszközök útirányának egymás közötti keresztezésére?",A jobbról érkezőnek van elsőbbsége.,I,A kishajó elsőbbséget élvez a csónakkal és a vízi sporteszközzel szemben.,N,A balról érkezőnek van elsőbbsége.,N,,
1342,"Kinek kell kitérnie két kisgéphajó útirányának keresztezésekor? Az a kisgéphajó, amelyik a hajóút menetirány szerinti jobb szélén halad és a másik kisgéphajót saját jobb oldala felől látja","köteles kitérni elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatja meg a menetirányát.",I,"elsőbbséggel rendelkezik a másik kisgéphajóval szemben, mivel kishajók útirányának keresztezésekor mindig a jobbról érkező köteles kitérni.",N,köteles balra kitérve a másik előtt elhaladni.,N,,
1343,Gépi erővel haladó kishajó/csónak/motoros vízi sporteszköz a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról érkező gépi erővel haladó kishajót/csónakot/vízi sporteszközt észlelve?,"A hajóút menetirány szerinti jobb szélén haladó köteles kitérni elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatja meg a menetirányát.",I,"A hajóút menetirány szerinti jobb szélén haladó elsőbbséget élvez a másikkal szemben, mivel vízi járművek útirányának keresztezésekor mindig a jobbról érkező köteles kitérni.",N,A hajóút menetirány szerinti jobb szélén haladó sebességét növelve és balra kitérve a másik előtt elhaladni az összeütközés veszélyének elkerülése érdekében.,N,,
1344,Gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról érkező gépi erővel haladó csónakot észlelve?,"A hajóút menetirány szerinti jobb szélén haladóként köteles vagyok kitérni elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatom meg menetirányomat.",I,"A jobbról érkező köteles kitérni, mivel a hajóúton haladóként elsőbbséget élvezek.",N,"A jobbról érkező köteles kitérni, mivel vízi járművek útirányának keresztezésekor balról érkezőként elsőbbséget élvezek.",N,teszt-2787.jpg,teszt-2787.jpg
1345,Gépi erővel haladó kishajóval a hajóút menetirány szerinti bal szélén halad. Kinek kell kitérnie jobbról érkező gépi erővel haladó kishajót észlelve?,"Nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkező élvez elsőbbséget.",I,"A jobbról érkező köteles kitérni, mivel a hosszirányban haladóként elsőbbséget élvezek egy keresztirányban haladóval szemben.",N,"Nekem kell kitérnem elkerülve a másik útvonalának keresztezését, mivel vízi járművek útirányának keresztezésekor a jobbról érkező élvez elsőbbséget.",N,teszt-2790.jpg,teszt-2790.jpg
1346,Hegymenetben gépi erővel haladó kishajóval a hajóút menetirány szerinti bal szélén halad. Kinek kell kitérnie balról érkező gépi erővel haladó kishajót észlelve?,"A balról érkező köteles kitérni elkerülve útvonalam keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkező élvez elsőbbséget.",I,"A balról érkező köteles kitérni, mivel a hajóúton hosszirányban haladó vízi jármű elsőbbséget élvez egy hajóutat keresztezni kívánó vízi járművel szemben.",N,"Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel vízi járművek útirányának keresztezésekor mindig a balról érkező élvez elsőbbséget.",N,teszt-2886.jpg,teszt-2886.jpg
1347,Völgymenetben gépi erővel haladó kishajóval a hajóút menetirány szerinti bal szélén halad. Kinek kell kitérnie balról érkező gépi erővel haladó kishajót észlelve?,"A balról érkező köteles kitérni elkerülve útvonalam keresztezését, mivel gépi erővel haladó kishajók útirányának keresztezésekor a jobbról érkező élvez elsőbbséget.",I,"A balról érkező köteles kitérni, mivel a hajóúton hosszirányban haladó vízi jármű elsőbbséget élvez egy hajóutat keresztezni kívánó vízi járművel szemben.",N,"Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel kishajók útirányának keresztezésekor mindig a balról érkező élvez elsőbbséget.",N,teszt-2895.jpg,teszt-2895.jpg
1348,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval észleli a balról közeledő vitorlával haladó kishajót? ","Nekem kell kitérnem elkerülve útvonalának keresztezését, mivel a gépi  erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.",I,"Legalább 30 m távolságot tartva nekem kell kitérnem, mivel vízi járművek útvonalának keresztezésekor a balról érkező élvez elsőbbséget.",N,"Neki kell kitérnie elkerülve útvonalam keresztezését, mivel vízi járművek keresztezéskor a meghajtási módtól függetlenül a jobbról érkezőnek van elsőbbsége.",N,xxx-2992.jpg,xxx-2992.jpg
1349,"Kinek kell kitérni egy gépi erővel haladó kishajó és egy vitorlával haladó kishajó útvonalának keresztezésekor, ha a gépi erővel haladó kishajó a hajóút menetirány szerinti jobb szélén halad?","A gépi erővel haladó kishajó köteles kitérni elkerülve a másik útvonalának keresztezését, mivel kishajók/csónakok útirányának keresztezésekor a jobbról érkező élvez elsőbbséget.",N,"A gépi erővel haladó kishajó köteles kitérni elkerülve a másik útvonalának keresztezését úgy, hogy közben nem változtathatja meg a menetirányát.",I,"A vitorlával haladó kishajónak kell kitérnie, míg a kisgéphajó nem változtathatja meg a menetirányát.",N,,
1350,Gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról közeledő vitorlával haladó kishajót észlelve?,"Nekem kell kitérnem elkerülve a vitorlával haladó kishajó útvonalának keresztezését úgy, hogy közben nem változtathatom meg menetirányomat.",I,"A jobbról érkező vitorlás kishajó köteles kitérni, mivel a vitorlával haladónak ki kell térnie a gépi erővel haladó útjából.",N,"Nekem kell kitérnem, mivel vízi járművek útirányának keresztezésekor meghajtási módtól függetlenül mindig a jobbról érkező élvez elsőbbséget.",N,teszt-2932.jpg,teszt-2932.jpg
1351,"Kinek kell kitérnie, ha gépi erővel haladó kishajóval észleli a balról közeledő csúcsával lefelé néző fekete kúpot viselő kishajót? Elkerülve az útvonal keresztezést","nekem kell kitérnem, mivel gépi erővel haladó kishajók útvonalának keresztezésekor a balról érkezőnek van elsőbbsége.",N,"neki kell kitérnie, mivel a gépi erővel haladó kishajók útvonalának keresztezésekor a jobbról érkező élvez elsőbbséget.",I,"nekem kell kitérnem, mivel a gépi erővel haladó kishajónak ki kell térnie a vitorlával haladó kishajó útjából.",N,xxx-3110.jpg,xxx-3110.jpg
1352,Gépi erővel haladó kishajóval a hajóút menetirány szerinti jobb szélén halad. Kinek kell kitérnie jobbról közeledő kishajót észlelve? Elkerülve az útvonal keresztezést,"nekem kell kitérnem úgy, hogy közben nem változtatatom meg menetirányomat, mivel gépi erővel haladó kishajók útvonalának keresztezésekor a jobbról érkezőnek van elsőbbsége.",I,"nekem kell kitérnem, mivel vízi járművek útvonalának keresztezésekor a jobbról érkező élvez elsőbbséget.",N,"a jobbról közeledő köteles kitérni úgy, hogy közben nem változtatja meg menetirányát, mivel gépi erővel haladó kishajók útvonalának keresztezésekor a balról érkezőnek van elsőbbsége.",N,teszt-3072.jpg,teszt-3072.jpg
